statefip,year,vacant,units,state_name,total_units,vacancy_rate,vacancy_status
46,2019,1,47946,South Dakota,401749,0.1193431719805152,Vacant
46,2016,0,334002,South Dakota,383827,0.12981108676565223,Occupied
46,2019,0,353803,South Dakota,401749,0.1193431719805152,Occupied
46,2018,0,345405,South Dakota,397464,0.13097789988527264,Occupied
46,2018,1,52059,South Dakota,397464,0.13097789988527264,Vacant
46,2017,1,48393,South Dakota,392650,0.12324716668788997,Vacant
46,2015,1,40872,South Dakota,380307,0.10747106942549046,Vacant
46,2016,1,49825,South Dakota,383827,0.12981108676565223,Vacant
47,2018,0,2603147,Tennessee,2992412,0.13008402586274884,Occupied
47,2017,0,2588578,Tennessee,2958721,0.12510236686730516,Occupied
47,2015,0,2530174,Tennessee,2892318,0.12520891547886503,Occupied
47,2018,1,389265,Tennessee,2992412,0.13008402586274884,Vacant
47,2019,0,2654737,Tennessee,3028437,0.12339698663039714,Occupied
47,2019,1,373700,Tennessee,3028437,0.12339698663039714,Vacant
47,2017,1,370143,Tennessee,2958721,0.12510236686730516,Vacant
47,2016,0,2556330,Tennessee,2919698,0.12445396749937836,Occupied
47,2016,1,363368,Tennessee,2919698,0.12445396749937836,Vacant
47,2015,1,362144,Tennessee,2892318,0.12520891547886503,Vacant
48,2018,0,9775922,Texas,11101339,0.11939253454020277,Occupied
48,2019,0,9985032,Texas,11283814,0.11510133009991125,Occupied
48,2016,0,9535481,Texas,10754144,0.11332031633573067,Occupied
48,2018,1,1325417,Texas,11101339,0.11939253454020277,Vacant
48,2017,0,9623770,Texas,10933265,0.11977163271904595,Occupied
48,2017,1,1309495,Texas,10933265,0.11977163271904595,Vacant
48,2016,1,1218663,Texas,10754144,0.11332031633573067,Vacant
48,2015,0,9421327,Texas,10588153,0.11020108984069271,Occupied
48,2015,1,1166826,Texas,10588153,0.11020108984069271,Vacant
48,2019,1,1298782,Texas,11283814,0.11510133009991125,Vacant
49,2018,0,998890,Utah,1108739,0.09907561653373788,Occupied
49,2017,0,975447,Utah,1084685,0.1007094225512476,Occupied
49,2019,0,1023726,Utah,1133415,0.09677743809637247,Occupied
49,2018,1,109849,Utah,1108739,0.09907561653373788,Vacant
49,2015,0,930979,Utah,1038065,0.10315924339997977,Occupied
49,2015,1,107086,Utah,1038065,0.10315924339997977,Vacant
49,2016,0,943147,Utah,1054242,0.10537903062105285,Occupied
49,2019,1,109689,Utah,1133415,0.09677743809637247,Vacant
49,2017,1,109238,Utah,1084685,0.1007094225512476,Vacant
49,2016,1,111095,Utah,1054242,0.10537903062105285,Vacant
50,2019,0,262767,Vermont,339412,0.22581700116672362,Occupied
50,2019,1,76645,Vermont,339412,0.22581700116672362,Vacant
50,2016,0,254848,Vermont,329539,0.22665299099651331,Occupied
50,2018,0,261372,Vermont,337133,0.22472140075281863,Occupied
50,2018,1,75761,Vermont,337133,0.22472140075281863,Vacant
50,2017,0,256628,Vermont,335248,0.23451295757170812,Occupied
50,2017,1,78620,Vermont,335248,0.23451295757170812,Vacant
50,2016,1,74691,Vermont,329539,0.22665299099651331,Vacant
50,2015,0,254864,Vermont,326874,0.2202989531134321,Occupied
50,2015,1,72010,Vermont,326874,0.2202989531134321,Vacant
51,2017,0,3120813,Virginia,3512844,0.11159931952571762,Occupied
51,2018,1,363467,Virginia,3538804,0.10270899433820013,Vacant
51,2017,1,392031,Virginia,3512844,0.11159931952571762,Vacant
51,2019,0,3191854,Virginia,3562258,0.10398011598261551,Occupied
51,2019,1,370404,Virginia,3562258,0.10398011598261551,Vacant
51,2015,0,3106709,Virginia,3468771,0.10437760232658772,Occupied
51,2015,1,362062,Virginia,3468771,0.10437760232658772,Vacant
51,2016,0,3120694,Virginia,3491185,0.10612184688007081,Occupied
51,2018,0,3175337,Virginia,3538804,0.10270899433820013,Occupied
51,2016,1,370491,Virginia,3491185,0.10612184688007081,Vacant
53,2018,0,2895462,Washington,3147965,0.08021150171618807,Occupied
53,2015,0,2728431,Washington,2991439,0.0879202283583252,Occupied
53,2017,0,2840254,Washington,3103147,0.08471819092037856,Occupied
53,2019,0,2931970,Washington,3194590,0.08220773244766934,Occupied
53,2016,0,2768072,Washington,3025802,0.08517741742519834,Occupied
53,2019,1,262620,Washington,3194590,0.08220773244766934,Vacant
53,2018,1,252503,Washington,3147965,0.08021150171618807,Vacant
53,2017,1,262893,Washington,3103147,0.08471819092037856,Vacant
53,2016,1,257730,Washington,3025802,0.08517741742519834,Vacant
53,2015,1,263008,Washington,2991439,0.0879202283583252,Vacant
54,2017,0,715310,West Virginia,892240,0.19829866403658208,Occupied
54,2019,0,728154,West Virginia,894958,0.1863819307721703,Occupied
54,2018,1,159041,West Virginia,893742,0.17794956486323793,Vacant
54,2015,1,151002,West Virginia,885539,0.17051987546567685,Vacant
54,2017,1,176930,West Virginia,892240,0.19829866403658208,Vacant
54,2018,0,734701,West Virginia,893742,0.17794956486323793,Occupied
54,2015,0,734537,West Virginia,885539,0.17051987546567685,Occupied
54,2019,1,166804,West Virginia,894958,0.1863819307721703,Vacant
54,2016,0,722128,West Virginia,886710,0.18560972584046645,Occupied
54,2016,1,164582,West Virginia,886710,0.18560972584046645,Vacant
55,2018,1,338755,Wisconsin,2710718,0.12496873522070537,Vacant
55,2018,0,2371963,Wisconsin,2710718,0.12496873522070537,Occupied
55,2019,0,2386626,Wisconsin,2725153,0.1242231170139805,Occupied
55,2017,0,2349739,Wisconsin,2694747,0.12802982988755532,Occupied
55,2017,1,345008,Wisconsin,2694747,0.12802982988755532,Vacant
55,2016,0,2326728,Wisconsin,2668173,0.12796958817887746,Occupied
55,2016,1,341445,Wisconsin,2668173,0.12796958817887746,Vacant
55,2015,0,2319499,Wisconsin,2656634,0.1269030660602853,Occupied
55,2015,1,337135,Wisconsin,2656634,0.1269030660602853,Vacant
55,2019,1,338527,Wisconsin,2725153,0.1242231170139805,Vacant
56,2018,1,48365,Wyoming,278615,0.1735907973368268,Vacant
56,2016,0,223623,Wyoming,270625,0.17367944572748267,Occupied
56,2016,1,47002,Wyoming,270625,0.17367944572748267,Vacant
56,2018,0,230250,Wyoming,278615,0.1735907973368268,Occupied
56,2015,1,40533,Wyoming,269469,0.15041804437616202,Vacant
56,2017,0,225794,Wyoming,276733,0.18407273436850682,Occupied
56,2017,1,50939,Wyoming,276733,0.18407273436850682,Vacant
56,2015,0,228936,Wyoming,269469,0.15041804437616202,Occupied
56,2019,0,233126,Wyoming,280281,0.16824187155033699,Occupied
56,2019,1,47155,Wyoming,280281,0.16824187155033699,Vacant
